Sample,Area,Year,Month,Month2,LCFmm,TLmm,TLcm,leng,Sex,opaque,Edge,Agemonths,Agemonths2,AgeYears,AdjAge,AdjAgeBirthDate,Cohorts,YrClass
SW130902-017,sw,2013,Sept,9,697,822,82,80,f,21,o,252,253,21.1,22.1,22,22,1991
SW130902-011,sw,2013,Sept,9,698,824,82,80,m,21,o,252,253,21.1,22.1,22,22,1991
SW130905-136,sw,2013,Sept,9,691,815,82,80,m,21,o,252,253,21.1,22.1,22,22,1991
SW130906-170,sw,2013,Sept,9,697,822,82,80,m,21,o,252,253,21.1,22.1,22,22,1991
SW130906-175,sw,2013,Sept,9,695,820,82,80,m,21,o,252,253,21.1,22.1,22,22,1991
SW130904-061,sw,2013,Sept,9,714,842,84,85,f,22,nt,264,265,22.1,22.1,22,22,1991
SW130902-013,sw,2013,Sept,9,713,841,84,85,m,22,o,264,265,22.1,23.1,23,23,1990
SW130902-016,sw,2013,Sept,9,691,815,82,80,m,22,o,264,265,22.1,23.1,23,23,1990
SW130902-021,sw,2013,Sept,9,738,871,87,85,m,22,o,264,265,22.1,23.1,23,23,1990
SW130904-087,sw,2013,Sept,9,714,842,84,85,m,22,o,264,265,22.1,23.1,23,23,1990
SW130906-157,sw,2013,Sept,9,691,815,82,80,m,22,o,264,265,22.1,23.1,23,23,1990
SW130903-045,sw,2013,Sept,9,720,850,85,85,m,23,nt,276,277,23.1,23.1,23,23,1990
SW130904-074,sw,2013,Sept,9,718,847,85,85,m,23,nt,276,277,23.1,23.1,23,23,1990
SW130904-083,sw,2013,Sept,9,700,826,83,85,m,23,nt,276,277,23.1,23.1,23,23,1990
SW130904-065,sw,2013,Sept,9,723,853,85,85,m,23,o,276,277,23.1,24.1,24,24,1989
SW130904-069,sw,2013,Sept,9,712,840,84,85,m,23,o,276,277,23.1,24.1,24,24,1989
SW130904-072,sw,2013,Sept,9,692,816,82,80,m,23,o,276,277,23.1,24.1,24,24,1989
SW130906-187,sw,2013,Sept,9,637,752,75,75,m,-9,na,-9,-9,-9,-9,-9,-9,-9
SW130904-095,sw,2013,Sept,9,672,793,79,80,f,-9,np,-9,-9,-9,-9,-9,-9,-9
SW130905-125,sw,2013,Sept,9,687,811,81,80,f,-9,np,-9,-9,-9,-9,-9,-9,-9
SW130906-188,sw,2013,Sept,9,691,815,82,80,f,-9,np,-9,-9,-9,-9,-9,-9,-9
SW130903-035,sw,2013,Sept,9,647,763,76,75,m,-9,np,-9,-9,-9,-9,-9,-9,-9
SW130904-089,sw,2013,Sept,9,698,824,82,80,m,-9,np,-9,-9,-9,-9,-9,-9,-9
SW130904-091,sw,2013,Sept,9,705,832,83,85,m,-9,np,-9,-9,-9,-9,-9,-9,-9
SW130904-094,sw,2013,Sept,9,695,820,82,80,m,-9,np,-9,-9,-9,-9,-9,-9,-9
SW130905-116,sw,2013,Sept,9,640,755,76,75,m,-9,np,-9,-9,-9,-9,-9,-9,-9
SW130906-179,sw,2013,Sept,9,591,697,70,70,m,-9,np,-9,-9,-9,-9,-9,-9,-9
ui970829-5,nw,1997,Aug,8,190,225,22,20,m,-9,na,-9,-9,-9,2.1,2,2,1995
ui970829-83,nw,1997,Aug,8,216,255,26,25,m,-9,na,-9,-9,-9,3.2,3,3,1994
ui970829-85,nw,1997,Aug,8,227,268,27,25,m,-9,na,-9,-9,-9,3.2,3,3,1994
ui970829-39,nw,1997,Aug,8,240,284,28,30,f,-9,na,-9,-9,-9,3.2,3,3,1994
ui970829-78,nw,1997,Aug,8,255,301,30,30,f,-9,na,-9,-9,-9,3.2,3,3,1994
nw970830-106,nw,1997,Aug,8,263,311,31,30,m,-9,na,-9,-9,-9,3.2,3,3,1994
ui970829-69,nw,1997,Aug,8,251,297,30,30,f,-9,na,-9,-9,-9,4.2,4,4,1993
ui970829-30,nw,1997,Aug,8,267,315,32,30,f,-9,na,-9,-9,-9,4.2,4,4,1993
ui970829-82,nw,1997,Aug,8,277,327,33,35,f,-9,na,-9,-9,-9,4.2,4,4,1993
ui970830-162,nw,1997,Aug,8,285,337,34,35,m,-9,na,-9,-9,-9,4.2,4,4,1993
ui970829-81,nw,1997,Aug,8,286,338,34,35,f,-9,na,-9,-9,-9,4.2,4,4,1993
nw970830-92,nw,1997,Aug,8,291,344,34,35,m,-9,na,-9,-9,-9,4.2,4,4,1993
ui970829-80,nw,1997,Aug,8,296,350,35,35,f,-9,na,-9,-9,-9,4.2,4,4,1993
nw970830-204,nw,1997,Aug,8,300,354,35,35,f,-9,na,-9,-9,-9,4.2,4,4,1993
nw970830-207,nw,1997,Aug,8,301,356,36,35,f,-9,na,-9,-9,-9,4.2,4,4,1993
ui970829-52,nw,1997,Aug,8,305,360,36,35,f,-9,na,-9,-9,-9,4.2,4,4,1993
nw970830-199,nw,1997,Aug,8,315,372,37,35,f,-9,na,-9,-9,-9,4.2,4,4,1993
nw970830-198,nw,1997,Aug,8,320,378,38,40,f,-9,na,-9,-9,-9,4.2,4,4,1993
ui970829-54,nw,1997,Aug,8,325,384,38,40,f,-9,na,-9,-9,-9,4.2,4,4,1993
nw970830-94,nw,1997,Aug,8,328,387,39,40,m,-9,na,-9,-9,-9,4.2,4,4,1993
ui970829-84,nw,1997,Aug,8,325,384,38,40,m,-9,na,-9,-9,-9,4.2,4,4,1993
ui970829-33,nw,1997,Aug,8,345,407,41,40,m,-9,na,-9,-9,-9,4.2,4,4,1993
ui970829-72,nw,1997,Aug,8,407,481,48,50,m,-9,na,-9,-9,-9,4.2,4,4,1993
nw970830-158,nw,1997,Aug,8,285,337,34,35,m,-9,na,-9,-9,-9,5.2,5,5,1992
nw970830-187,nw,1997,Aug,8,310,366,37,35,m,-9,na,-9,-9,-9,5.2,5,5,1992
nw970830-209,nw,1997,Aug,8,346,409,41,40,f,-9,na,-9,-9,-9,5.2,5,5,1992
ui970830-146,nw,1997,Aug,8,375,443,44,45,f,-9,na,-9,-9,-9,5.2,5,5,1992
nw970830-180,nw,1997,Aug,8,390,460,46,45,m,-9,na,-9,-9,-9,5.2,5,5,1992
nw970830-137,nw,1997,Aug,8,405,478,48,50,f,-9,na,-9,-9,-9,5.2,5,5,1992
nw970830-138,nw,1997,Aug,8,489,577,58,60,m,-9,na,-9,-9,-9,5.2,5,5,1992
nw970830-202,nw,1997,Aug,8,536,633,63,65,f,-9,na,-9,-9,-9,5.2,5,5,1992
nw970830-206,nw,1997,Aug,8,308,364,36,35,i,-9,na,-9,-9,-9,6.2,6,6,1991
ui970829-73,nw,1997,Aug,8,337,398,40,40,f,-9,na,-9,-9,-9,6.2,6,6,1991
ui970829-76,nw,1997,Aug,8,354,418,42,40,f,-9,na,-9,-9,-9,6.2,6,6,1991
nw970830-151,nw,1997,Aug,8,375,443,44,45,f,-9,na,-9,-9,-9,6.2,6,6,1991
nw970830-118,nw,1997,Aug,8,408,482,48,50,f,-9,na,-9,-9,-9,6.2,6,6,1991
nw970830-141,nw,1997,Aug,8,470,555,55,55,f,-9,na,-9,-9,-9,6.2,6,6,1991
ui970830-163,nw,1997,Aug,8,480,567,57,55,f,-9,na,-9,-9,-9,6.2,6,6,1991
nw970830-122,nw,1997,Aug,8,500,590,59,60,m,-9,na,-9,-9,-9,6.2,6,6,1991
nw970830-205,nw,1997,Aug,8,345,407,41,40,m,-9,na,-9,-9,-9,7.2,7,7,1990
ui970829-61,nw,1997,Aug,8,370,437,44,45,f,-9,na,-9,-9,-9,7.2,7,7,1990
ui970829-79,nw,1997,Aug,8,389,459,46,45,m,-9,na,-9,-9,-9,7.2,7,7,1990
ui970829-10,nw,1997,Aug,8,428,505,51,50,m,-9,na,-9,-9,-9,7.2,7,7,1990
ui970829-38,nw,1997,Aug,8,435,514,51,50,m,-9,na,-9,-9,-9,7.2,7,7,1990
ui970829-35,nw,1997,Aug,8,460,543,54,55,m,-9,na,-9,-9,-9,7.2,7,7,1990
ui970829-41,nw,1997,Aug,8,465,549,55,55,f,-9,na,-9,-9,-9,7.2,7,7,1990
nw970830-121,nw,1997,Aug,8,490,578,58,60,f,-9,na,-9,-9,-9,7.2,7,7,1990
nw970830-188,nw,1997,Aug,8,490,578,58,60,f,-9,na,-9,-9,-9,7.2,7,7,1990
nw970830-149,nw,1997,Aug,8,575,679,68,70,f,-9,na,-9,-9,-9,7.2,7,7,1990
ui970829-22,nw,1997,Aug,8,375,443,44,45,f,-9,na,-9,-9,-9,8.2,8,8,1989
ui970829-25,nw,1997,Aug,8,375,443,44,45,m,-9,na,-9,-9,-9,8.2,8,8,1989
ui970829-31,nw,1997,Aug,8,430,508,51,50,m,-9,na,-9,-9,-9,8.2,8,8,1989
ui970705-17,nw,1997,July,7,208,246,25,25,f,-9,na,-9,-9,-9,3.1,3,3,1994
nw970901-305,nw,1997,Sept,9,201,238,24,25,m,-9,na,-9,-9,-9,2.3,2,2,1995
nw970901-304,nw,1997,Sept,9,208,246,25,25,m,-9,na,-9,-9,-9,3.3,3,3,1994
nw970901-316,nw,1997,Sept,9,264,312,31,30,f,-9,na,-9,-9,-9,3.3,3,3,1994
nw970901-307,nw,1997,Sept,9,266,314,31,30,f,-9,na,-9,-9,-9,3.3,3,3,1994
nw970901-317,nw,1997,Sept,9,271,320,32,30,f,-9,na,-9,-9,-9,3.3,3,3,1994
nw970901-311,nw,1997,Sept,9,276,326,33,35,f,-9,na,-9,-9,-9,3.3,3,3,1994
nw970901-306,nw,1997,Sept,9,279,330,33,35,f,-9,na,-9,-9,-9,3.3,3,3,1994
nw970901-349,nw,1997,Sept,9,279,330,33,35,f,-9,na,-9,-9,-9,3.3,3,3,1994
nw970901-301,nw,1997,Sept,9,281,332,33,35,f,-9,na,-9,-9,-9,3.3,3,3,1994
nw970901-342,nw,1997,Sept,9,292,345,34,35,f,-9,na,-9,-9,-9,3.3,3,3,1994
nw970901-350,nw,1997,Sept,9,317,374,37,35,m,-9,na,-9,-9,-9,3.3,3,3,1994
nw970901-325,nw,1997,Sept,9,344,406,41,40,f,-9,na,-9,-9,-9,4.3,4,4,1993
nw970901-326,nw,1997,Sept,9,400,472,47,45,f,-9,na,-9,-9,-9,4.3,4,4,1993
nw970901-329,nw,1997,Sept,9,369,436,44,45,f,-9,na,-9,-9,-9,5.3,5,5,1992
nw970901-332,nw,1997,Sept,9,420,496,50,50,f,-9,na,-9,-9,-9,5.3,5,5,1992
ui980410-103,nw,1998,April,4,385,455,45,45,f,-9,na,-9,-9,-9,3.8,3,4,1994
ui980410-100,nw,1998,April,4,428,505,51,50,f,-9,na,-9,-9,-9,4.8,4,5,1993
ui980410-101,nw,1998,April,4,385,455,45,45,f,-9,na,-9,-9,-9,4.8,4,5,1993
nw980419-50,nw,1998,April,4,410,484,48,50,f,-9,na,-9,-9,-9,5.8,5,6,1992
nw980419-45,nw,1998,April,4,553,653,65,65,f,-9,na,-9,-9,-9,6.8,6,7,1991
nw980417-34,nw,1998,April,4,447,528,53,55,f,-9,na,-9,-9,-9,7.8,7,8,1990
ui980410-102,nw,1998,April,4,651,768,77,75,m,-9,na,-9,-9,-9,7.8,7,8,1990
ui980410-95,nw,1998,April,4,425,502,50,50,f,-9,na,-9,-9,-9,7.8,7,8,1990
nw980419-31,nw,1998,April,4,498,588,59,60,m,-9,na,-9,-9,-9,8.8,8,9,1989
nw980804-31,nw,1998,Aug,8,530,626,63,65,f,-9,na,-9,-9,-9,6.2,6,6,1992
nw980803-8,nw,1998,Aug,8,398,470,47,45,m,-9,na,-9,-9,-9,8.2,8,8,1990
nw980803-9,nw,1998,Aug,8,456,538,54,55,m,-9,na,-9,-9,-9,8.2,8,8,1990
nw980804-22,nw,1998,Aug,8,470,555,55,55,f,-9,na,-9,-9,-9,8.2,8,8,1990
nw980804-27,nw,1998,Aug,8,492,581,58,60,f,-9,na,-9,-9,-9,8.2,8,8,1990
nw980804-32,nw,1998,Aug,8,460,543,54,55,m,-9,na,-9,-9,-9,8.2,8,8,1990
nw980803-5,nw,1998,Aug,8,474,559,56,55,m,-9,na,-9,-9,-9,9.2,9,9,1989
nw980804-34,nw,1998,Aug,8,469,554,55,55,m,-9,na,-9,-9,-9,9.2,9,9,1989
nw980804-7,nw,1998,Aug,8,616,727,73,75,f,-9,na,-9,-9,-9,9.2,9,9,1989
nw980804-20,nw,1998,Aug,8,408,482,48,50,m,-9,na,-9,-9,-9,10.2,10,10,1988
nw980803-7,nw,1998,Aug,8,666,786,79,80,f,-9,na,-9,-9,-9,13.2,13,13,1985
nw980721-3,nw,1998,July,7,330,390,39,40,f,-9,na,-9,-9,-9,4.1,4,4,1994
nw980721-8,nw,1998,July,7,303,358,36,35,f,-9,na,-9,-9,-9,4.1,4,4,1994
nw980709-7,nw,1998,July,7,388,458,46,45,f,-9,na,-9,-9,-9,5.1,5,5,1993
nw980721-10,nw,1998,July,7,298,352,35,35,f,-9,na,-9,-9,-9,5.1,5,5,1993
nw980721-5,nw,1998,July,7,305,360,36,35,f,-9,na,-9,-9,-9,5.1,5,5,1993
nw980724-5,nw,1998,July,7,366,432,43,45,f,-9,na,-9,-9,-9,5.1,5,5,1993
nw980721-1,nw,1998,July,7,316,373,37,35,f,-9,na,-9,-9,-9,6.1,6,6,1992
nw980709-2,nw,1998,July,7,442,522,52,50,f,-9,na,-9,-9,-9,7.1,7,7,1991
nw980721-11,nw,1998,July,7,638,753,75,75,f,-9,na,-9,-9,-9,7.1,7,7,1991
nw980709-4,nw,1998,July,7,474,559,56,55,f,-9,na,-9,-9,-9,8.1,8,8,1990
nw980721-14,nw,1998,July,7,494,583,58,60,f,-9,na,-9,-9,-9,8.1,8,8,1990
nw980721-16,nw,1998,July,7,600,708,71,70,f,-9,na,-9,-9,-9,8.1,8,8,1990
nw980721-7,nw,1998,July,7,354,418,42,40,m,-9,na,-9,-9,-9,8.1,8,8,1990
nw980724-2,nw,1998,July,7,361,426,43,45,f,-9,na,-9,-9,-9,8.1,8,8,1990
nw980721-12,nw,1998,July,7,568,670,67,65,f,-9,na,-9,-9,-9,10.1,10,10,1988
nw980623-3,nw,1998,June,6,250,295,30,30,f,-9,na,-9,-9,-9,3,3,3,1995
nw980624-209,nw,1998,June,6,292,345,34,35,f,-9,na,-9,-9,-9,4,4,4,1994
nw980624-211,nw,1998,June,6,237,280,28,30,f,-9,na,-9,-9,-9,4,4,4,1994
nw980624-317,nw,1998,June,6,410,484,48,50,m,-9,na,-9,-9,-9,4,4,4,1994
nw980625-202,nw,1998,June,6,350,413,41,40,m,-9,na,-9,-9,-9,4,4,4,1994
nw980625-203,nw,1998,June,6,344,406,41,40,f,-9,na,-9,-9,-9,4,4,4,1994
nw980625-208,nw,1998,June,6,339,400,40,40,f,-9,na,-9,-9,-9,4,4,4,1994
nw980626-4,nw,1998,June,6,295,348,35,35,f,-9,na,-9,-9,-9,4,4,4,1994
nw980604-4,nw,1998,June,6,412,486,49,50,m,-9,na,-9,-9,-9,5,5,5,1993
nw980604-6,nw,1998,June,6,456,538,54,55,f,-9,na,-9,-9,-9,5,5,5,1993
nw980623-121,nw,1998,June,6,275,325,32,30,i,-9,na,-9,-9,-9,5,5,5,1993
nw980623-171,nw,1998,June,6,362,427,43,45,f,-9,na,-9,-9,-9,5,5,5,1993
nw980623-172,nw,1998,June,6,363,429,43,45,f,-9,na,-9,-9,-9,5,5,5,1993
nw980623-2,nw,1998,June,6,426,503,50,50,f,-9,na,-9,-9,-9,5,5,5,1993
nw980623-5,nw,1998,June,6,475,561,56,55,f,-9,na,-9,-9,-9,5,5,5,1993
nw980624-302,nw,1998,June,6,275,325,32,30,i,-9,na,-9,-9,-9,5,5,5,1993
nw980624-5,nw,1998,June,6,349,412,41,40,f,-9,na,-9,-9,-9,5,5,5,1993
nw980625-205,nw,1998,June,6,352,416,42,40,f,-9,na,-9,-9,-9,5,5,5,1993
nw980625-206,nw,1998,June,6,359,424,42,40,m,-9,na,-9,-9,-9,5,5,5,1993
nw980625-3,nw,1998,June,6,347,410,41,40,f,-9,na,-9,-9,-9,5,5,5,1993
nw980625-315,nw,1998,June,6,415,490,49,50,f,-9,na,-9,-9,-9,5,5,5,1993
nw980625-316,nw,1998,June,6,398,470,47,45,m,-9,na,-9,-9,-9,5,5,5,1993
nw980625-322,nw,1998,June,6,351,414,41,40,f,-9,na,-9,-9,-9,5,5,5,1993
nw980626-1,nw,1998,June,6,292,345,34,35,f,-9,na,-9,-9,-9,5,5,5,1993
nw980626-150,nw,1998,June,6,410,484,48,50,m,-9,na,-9,-9,-9,5,5,5,1993
nw980626-315,nw,1998,June,6,414,489,49,50,m,-9,na,-9,-9,-9,5,5,5,1993
nw980624-1,nw,1998,June,6,435,514,51,50,f,-9,na,-9,-9,-9,6,6,6,1992
nw980624-12,nw,1998,June,6,351,414,41,40,m,-9,na,-9,-9,-9,6,6,6,1992
nw980624-13,nw,1998,June,6,360,425,43,45,m,-9,na,-9,-9,-9,6,6,6,1992
nw980624-3,nw,1998,June,6,365,431,43,45,f,-9,na,-9,-9,-9,6,6,6,1992
nw980624-35,nw,1998,June,6,508,600,60,60,f,-9,na,-9,-9,-9,6,6,6,1992
nw980625-11,nw,1998,June,6,348,411,41,40,f,-9,na,-9,-9,-9,6,6,6,1992
nw980625-201,nw,1998,June,6,415,490,49,50,f,-9,na,-9,-9,-9,6,6,6,1992
nw980625-314,nw,1998,June,6,440,519,52,50,f,-9,na,-9,-9,-9,6,6,6,1992
nw980625-4,nw,1998,June,6,368,435,43,45,f,-9,na,-9,-9,-9,6,6,6,1992
nw980625-9,nw,1998,June,6,482,569,57,55,f,-9,na,-9,-9,-9,6,6,6,1992
nw980626-316,nw,1998,June,6,356,420,42,40,m,-9,na,-9,-9,-9,6,6,6,1992
nw980626-321,nw,1998,June,6,370,437,44,45,m,-9,na,-9,-9,-9,6,6,6,1992
nw980627-10,nw,1998,June,6,412,486,49,50,m,-9,na,-9,-9,-9,6,6,6,1992
nw980623-4,nw,1998,June,6,541,638,64,65,f,-9,na,-9,-9,-9,7,7,7,1991
nw980625-29,nw,1998,June,6,509,601,60,60,m,-9,na,-9,-9,-9,7,7,7,1991
nw980625-313,nw,1998,June,6,468,552,55,55,f,-9,na,-9,-9,-9,7,7,7,1991
nw980627-13,nw,1998,June,6,521,615,61,60,f,-9,na,-9,-9,-9,7,7,7,1991
nw980624-36,nw,1998,June,6,529,624,62,60,f,-9,na,-9,-9,-9,8,8,8,1990
nw980625-110,nw,1998,June,6,511,603,60,60,m,-9,na,-9,-9,-9,8,8,8,1990
nw980625-13,nw,1998,June,6,551,650,65,65,m,-9,na,-9,-9,-9,8,8,8,1990
nw980625-14,nw,1998,June,6,556,656,66,65,f,-9,na,-9,-9,-9,8,8,8,1990
nw980625-2,nw,1998,June,6,369,436,44,45,f,-9,na,-9,-9,-9,8,8,8,1990
nw980625-312,nw,1998,June,6,454,536,54,55,f,-9,na,-9,-9,-9,8,8,8,1990
nw980625-318,nw,1998,June,6,577,681,68,70,f,-9,na,-9,-9,-9,8,8,8,1990
nw980625-319,nw,1998,June,6,563,664,66,65,f,-9,na,-9,-9,-9,8,8,8,1990
nw980626-310,nw,1998,June,6,494,583,58,60,m,-9,na,-9,-9,-9,8,8,8,1990
ui980613-8,nw,1998,June,6,460,543,54,55,m,-9,na,-9,-9,-9,8,8,8,1990
nw980625-311,nw,1998,June,6,481,568,57,55,f,-9,na,-9,-9,-9,9,9,9,1989
nw980626-312,nw,1998,June,6,395,466,47,45,f,-9,na,-9,-9,-9,9,9,9,1989
nw980627-12,nw,1998,June,6,455,537,54,55,f,-9,na,-9,-9,-9,9,9,9,1989
nw980626-309,nw,1998,June,6,545,643,64,65,f,-9,na,-9,-9,-9,10,10,10,1988
nw980315-86,nw,1998,March,3,385,455,45,45,m,-9,na,-9,-9,-9,4.8,4,5,1993
nw980315-87,nw,1998,March,3,371,438,44,45,m,-9,na,-9,-9,-9,4.8,4,5,1993
ui980531-2,nw,1998,May,5,460,543,54,55,f,-9,na,-9,-9,-9,4.9,4,5,1993
nw980510-1,nw,1998,May,5,575,679,68,70,m,-9,na,-9,-9,-9,6.9,6,7,1991
ui980531-3,nw,1998,May,5,425,502,50,50,f,-9,na,-9,-9,-9,6.9,6,7,1991
nw980508-110,nw,1998,May,5,422,498,50,50,f,-9,na,-9,-9,-9,7.9,7,8,1990
nw980510-4,nw,1998,May,5,510,602,60,60,f,-9,na,-9,-9,-9,7.9,7,8,1990
nw980510-6,nw,1998,May,5,592,699,70,70,m,-9,na,-9,-9,-9,7.9,7,8,1990
nw980510-7,nw,1998,May,5,579,683,68,70,f,-9,na,-9,-9,-9,7.9,7,8,1990
nw980510-8,nw,1998,May,5,503,594,59,60,f,-9,na,-9,-9,-9,7.9,7,8,1990
nw980513-1,nw,1998,May,5,427,504,50,50,f,-9,na,-9,-9,-9,7.9,7,8,1990
ui980531-8,nw,1998,May,5,510,602,60,60,m,-9,na,-9,-9,-9,7.9,7,8,1990
nw980510-10,nw,1998,May,5,473,558,56,55,f,-9,na,-9,-9,-9,8.9,8,9,1989
nw980510-2,nw,1998,May,5,602,710,71,70,f,-9,na,-9,-9,-9,8.9,8,9,1989
ui980531-1,nw,1998,May,5,520,614,61,60,f,-9,na,-9,-9,-9,8.9,8,9,1989
ui980531-5,nw,1998,May,5,519,613,61,60,f,-9,na,-9,-9,-9,8.9,8,9,1989
nw980513-9,nw,1998,May,5,393,464,46,45,f,-9,na,-9,-9,-9,8.9,8,9,1989
nw980516-111,nw,1998,May,5,537,634,63,65,f,-9,na,-9,-9,-9,8.9,8,9,1989
nw980513-2,nw,1998,May,5,461,544,54,55,f,-9,na,-9,-9,-9,9.9,9,10,1988
ui980531-7,nw,1998,May,5,500,590,59,60,m,-9,na,-9,-9,-9,9.9,9,10,1988
ui980531-9,nw,1998,May,5,539,636,64,65,m,-9,na,-9,-9,-9,9.9,9,10,1988
nw980513-6,nw,1998,May,5,664,783,78,80,f,-9,na,-9,-9,-9,13.9,13,14,1984
ui990803-2,nw,1999,Aug,8,553,653,65,65,f,-9,na,-9,-9,-9,10.2,10,10,1989
nw990212-4,nw,1999,Feb,2,298,352,35,35,f,-9,na,-9,-9,-9,3.7,3,4,1995
nw990217-1,nw,1999,Feb,2,669,789,79,80,m,-9,na,-9,-9,-9,9.7,9,10,1989
nw990212-1,nw,1999,Feb,2,695,820,82,80,f,-9,na,-9,-9,-9,13.7,13,14,1985
nw990212-7,nw,1999,Feb,2,670,791,79,80,f,-9,na,-9,-9,-9,15.7,15,16,1983
nw990721-15,nw,1999,July,7,300,354,35,35,m,-9,na,-9,-9,-9,2.1,2,2,1997
nw990721-37,nw,1999,July,7,305,360,36,35,m,-9,na,-9,-9,-9,2.1,2,2,1997
nw990721-17,nw,1999,July,7,322,380,38,40,m,-9,na,-9,-9,-9,3.1,3,3,1996
nw990721-21,nw,1999,July,7,312,369,37,35,f,-9,na,-9,-9,-9,3.1,3,3,1996
nw990721-23,nw,1999,July,7,329,389,39,40,f,-9,na,-9,-9,-9,3.1,3,3,1996
nw990723-3,nw,1999,July,7,488,576,58,60,m,-9,na,-9,-9,-9,4.1,4,4,1995
nw990721-38,nw,1999,July,7,338,399,40,40,m,-9,na,-9,-9,-9,4.1,4,4,1995
nw990722-33,nw,1999,July,7,317,374,37,35,f,-9,na,-9,-9,-9,4.1,4,4,1995
nw990724-14,nw,1999,July,7,365,431,43,45,f,-9,na,-9,-9,-9,4.1,4,4,1995
nw990721-25,nw,1999,July,7,326,385,39,40,f,-9,na,-9,-9,-9,5.1,5,5,1994
nw990703-1b-OTC,nw,1999,July,7,397,469,47,45,m,-9,na,-9,-9,-9,6.1,6,6,1993
nw990722-17,nw,1999,July,7,550,649,65,65,m,-9,na,-9,-9,-9,7.1,7,7,1992
nw990723-5,nw,1999,July,7,517,610,61,60,f,-9,na,-9,-9,-9,7.1,7,7,1992
nw990724-29,nw,1999,July,7,453,535,53,55,f,-9,na,-9,-9,-9,7.1,7,7,1992
nw990724-6,nw,1999,July,7,436,515,51,50,m,-9,na,-9,-9,-9,7.1,7,7,1992
nw990722-42,nw,1999,July,7,597,705,70,70,f,-9,na,-9,-9,-9,8.1,8,8,1991
nw990724-28,nw,1999,July,7,447,528,53,55,f,-9,na,-9,-9,-9,8.1,8,8,1991
nw990722-37,nw,1999,July,7,650,767,77,75,f,-9,na,-9,-9,-9,8.1,8,8,1991
nw990722-48,nw,1999,July,7,640,755,76,75,m,-9,na,-9,-9,-9,9.1,9,9,1990
nw990723-8,nw,1999,July,7,630,743,74,75,f,-9,na,-9,-9,-9,9.1,9,9,1990
nw990724-25,nw,1999,July,7,525,620,62,60,m,-9,na,-9,-9,-9,9.1,9,9,1990
nw990724-5,nw,1999,July,7,494,583,58,60,f,-9,na,-9,-9,-9,9.1,9,9,1990
nw990724-8,nw,1999,July,7,535,631,63,65,f,-9,na,-9,-9,-9,9.1,9,9,1990
nw990723-19,nw,1999,July,7,583,688,69,70,f,-9,na,-9,-9,-9,12.1,12,12,1987
nw990724-17,nw,1999,July,7,635,749,75,75,m,-9,na,-9,-9,-9,12.1,12,12,1987
nw990722-18,nw,1999,July,7,600,708,71,70,f,-9,na,-9,-9,-9,15.1,15,15,1984
nw990723-17,nw,1999,July,7,674,795,80,80,m,-9,na,-9,-9,-9,15.1,15,15,1984
nw990722-35,nw,1999,July,7,721,851,85,85,f,-9,na,-9,-9,-9,19.1,19,19,1980
nw990630-1b-OTC,nw,1999,June,6,456,538,54,55,m,-9,na,-9,-9,-9,6,6,6,1993
ui990330-12,nw,1999,March,3,435,514,51,50,m,-9,na,-9,-9,-9,9.8,9,10,1989
nw991114-1,nw,1999,Nov,11,440,519,52,50,f,-9,na,-9,-9,-9,5.4,5,5,1994
nw991122-1-OTC,nw,1999,Nov,11,392,463,46,45,i,-9,na,-9,-9,-9,6.4,6,6,1993
NW000404-5,nw,2000,April,4,466,550,55,55,m,-9,na,-9,-9,-9,4.8,4,5,1995
NW000404-6,nw,2000,April,4,395,466,47,45,m,-9,na,-9,-9,-9,4.8,4,5,1995
nw000409-51,nw,2000,April,4,400,472,47,45,f,-9,na,-9,-9,-9,4.8,4,5,1995
nw000404-3,nw,2000,April,4,415,490,49,50,f,-9,na,-9,-9,-9,5.8,5,6,1994
NW000404-4,nw,2000,April,4,531,627,63,65,m,-9,na,-9,-9,-9,5.8,5,6,1994
nw000404-2,nw,2000,April,4,553,653,65,65,m,-9,na,-9,-9,-9,6.8,6,7,1993
nw000409-52,nw,2000,April,4,463,547,55,55,f,-9,na,-9,-9,-9,6.8,6,7,1993
nw000409-50,nw,2000,April,4,630,743,74,75,f,-9,na,-9,-9,-9,8.8,8,9,1991
nw000409-53,nw,2000,April,4,600,708,71,70,f,-9,na,-9,-9,-9,9.8,9,10,1990
nw001201-2,nw,2000,Dec,12,293,346,35,35,f,-9,na,-9,-9,-9,4.5,4,4,1996
NW001201-3,nw,2000,Dec,12,328,387,39,40,m,-9,na,-9,-9,-9,4.5,4,4,1996
nw001201-10,nw,2000,Dec,12,390,460,46,45,i,-9,na,-9,-9,-9,5.5,5,5,1995
nw001214-4,nw,2000,Dec,12,455,537,54,55,m,-9,na,-9,-9,-9,6.5,6,6,1994
nw001214-3,nw,2000,Dec,12,599,707,71,70,m,-9,na,-9,-9,-9,8.5,8,8,1992
nw001201-1,nw,2000,Dec,12,579,683,68,70,m,-9,na,-9,-9,-9,10.5,10,10,1990
nw000705-1,nw,2000,July,7,399,471,47,45,m,-9,na,-9,-9,-9,4.1,4,4,1996
ui000702-3-OTC,nw,2000,July,7,354,418,42,40,m,-9,na,-9,-9,-9,4.1,4,4,1996
ui000704-7,nw,2000,July,7,410,484,48,50,f,-9,na,-9,-9,-9,4.1,4,4,1996
NW000701-16,nw,2000,July,7,395,466,47,45,f,-9,na,-9,-9,-9,5.1,5,5,1995
