Sample,Area,Year,Month,Month2,LCFmm,TLmm,TLcm,leng,Sex,opaque,Edge,Agemonths,Agemonths2,AgeYears,AdjAge,AdjAgeBirthDate,Cohorts,YrClass
e020611-24,ea,2002,June,6,580,684,68,70,f,-9,na,-9,-9,-9,8,8,8,1994
eg020610-36,ea,2002,June,6,592,699,70,70,f,-9,na,-9,-9,-9,8,8,8,1994
e020610-37,ea,2002,June,6,619,730,73,75,m,-9,na,-9,-9,-9,8,8,8,1994
e020611-12,ea,2002,June,6,498,588,59,60,m,-9,na,-9,-9,-9,8,8,8,1994
eg020610-30,ea,2002,June,6,573,676,68,70,m,-9,na,-9,-9,-9,8,8,8,1994
eg020610-43,ea,2002,June,6,560,661,66,65,m,-9,na,-9,-9,-9,8,8,8,1994
e020611-34,ea,2002,June,6,618,729,73,75,f,-9,na,-9,-9,-9,9,9,9,1993
e020613-32,ea,2002,June,6,571,674,67,65,f,-9,na,-9,-9,-9,9,9,9,1993
eg020610-9,ea,2002,June,6,600,708,71,70,f,-9,na,-9,-9,-9,9,9,9,1993
e020611-02,ea,2002,June,6,570,673,67,65,f,-9,na,-9,-9,-9,10,10,10,1992
eg020613-28,ea,2002,June,6,710,838,84,85,f,-9,na,-9,-9,-9,10,10,10,1992
eg020610-33,ea,2002,June,6,584,689,69,70,m,-9,na,-9,-9,-9,10,10,10,1992
e020611-31,ea,2002,June,6,632,746,75,75,m,-9,na,-9,-9,-9,11,11,11,1991
e020611-33,ea,2002,June,6,648,765,76,75,m,-9,na,-9,-9,-9,11,11,11,1991
eg020613-16,ea,2002,June,6,650,767,77,75,m,-9,na,-9,-9,-9,11,11,11,1991
e020611-18,ea,2002,June,6,660,779,78,80,f,-9,na,-9,-9,-9,12,12,12,1990
eg020611-26,ea,2002,June,6,752,887,89,90,f,-9,na,-9,-9,-9,16,16,16,1986
e020611-23,ea,2002,June,6,710,838,84,85,f,-9,na,-9,-9,-9,18,18,18,1984
eg020326-1,ea,2002,March,3,417,492,49,50,m,-9,na,-9,-9,-9,4.8,4,5,1997
eg020329-2,ea,2002,March,3,504,595,59,60,m,-9,na,-9,-9,-9,6.8,6,7,1995
eg020325-1,ea,2002,March,3,553,653,65,65,m,-9,na,-9,-9,-9,7.8,7,8,1994
eg030602-28,ea,2003,June,6,200,236,24,25,f,-9,na,-9,-9,-9,2,2,2,2001
eg030601-28,ea,2003,June,6,377,445,45,45,f,-9,na,-9,-9,-9,3,3,3,2000
eg030602-22,ea,2003,June,6,220,260,26,25,m,-9,na,-9,-9,-9,3,3,3,2000
eg030601-37,ea,2003,June,6,315,372,37,35,m,-9,na,-9,-9,-9,3,3,3,2000
eg030601-23,ea,2003,June,6,324,383,38,40,m,-9,na,-9,-9,-9,3,3,3,2000
eg030602-21,ea,2003,June,6,352,416,42,40,m,-9,na,-9,-9,-9,3,3,3,2000
eg030601-30,ea,2003,June,6,362,427,43,45,m,-9,na,-9,-9,-9,3,3,3,2000
eg030602-26,ea,2003,June,6,371,438,44,45,m,-9,na,-9,-9,-9,3,3,3,2000
eg030602-3,ea,2003,June,6,346,409,41,40,f,-9,na,-9,-9,-9,4,4,4,1999
eg030602-20,ea,2003,June,6,348,411,41,40,f,-9,na,-9,-9,-9,4,4,4,1999
eg030602-29,ea,2003,June,6,348,411,41,40,f,-9,na,-9,-9,-9,4,4,4,1999
eg030601-36,ea,2003,June,6,367,433,43,45,f,-9,na,-9,-9,-9,4,4,4,1999
eg030602-24,ea,2003,June,6,372,439,44,45,f,-9,na,-9,-9,-9,4,4,4,1999
eg030602-10,ea,2003,June,6,376,444,44,45,f,-9,na,-9,-9,-9,4,4,4,1999
eg030602-32,ea,2003,June,6,400,472,47,45,f,-9,na,-9,-9,-9,4,4,4,1999
eg030601-10,ea,2003,June,6,457,539,54,55,f,-9,na,-9,-9,-9,4,4,4,1999
eg030601-38,ea,2003,June,6,345,407,41,40,m,-9,na,-9,-9,-9,4,4,4,1999
eg030601-13,ea,2003,June,6,348,411,41,40,m,-9,na,-9,-9,-9,4,4,4,1999
eg030602-13,ea,2003,June,6,357,422,42,40,m,-9,na,-9,-9,-9,4,4,4,1999
eg030601-34,ea,2003,June,6,361,426,43,45,m,-9,na,-9,-9,-9,4,4,4,1999
eg030602-12,ea,2003,June,6,365,431,43,45,m,-9,na,-9,-9,-9,4,4,4,1999
eg030602-7,ea,2003,June,6,372,439,44,45,m,-9,na,-9,-9,-9,4,4,4,1999
eg030602-14,ea,2003,June,6,395,466,47,45,m,-9,na,-9,-9,-9,4,4,4,1999
eg030602-4,ea,2003,June,6,397,469,47,45,m,-9,na,-9,-9,-9,4,4,4,1999
eg030602-16,ea,2003,June,6,399,471,47,45,m,-9,na,-9,-9,-9,4,4,4,1999
eg030602-30,ea,2003,June,6,436,515,51,50,m,-9,na,-9,-9,-9,4,4,4,1999
eg030602-8,ea,2003,June,6,402,475,47,45,f,-9,na,-9,-9,-9,5,5,5,1998
eg030601-7,ea,2003,June,6,442,522,52,50,f,-9,na,-9,-9,-9,5,5,5,1998
eg030601-32,ea,2003,June,6,515,608,61,60,f,-9,na,-9,-9,-9,5,5,5,1998
eg030602-5,ea,2003,June,6,521,615,61,60,f,-9,na,-9,-9,-9,5,5,5,1998
eg030601-33,ea,2003,June,6,551,650,65,65,f,-9,na,-9,-9,-9,5,5,5,1998
eg030601-22,ea,2003,June,6,380,449,45,45,m,-9,na,-9,-9,-9,5,5,5,1998
eg030602-15,ea,2003,June,6,409,483,48,50,m,-9,na,-9,-9,-9,5,5,5,1998
eg030602-31,ea,2003,June,6,433,511,51,50,m,-9,na,-9,-9,-9,5,5,5,1998
eg030601-9,ea,2003,June,6,436,515,51,50,m,-9,na,-9,-9,-9,5,5,5,1998
eg030601-16,ea,2003,June,6,505,596,60,60,f,-9,na,-9,-9,-9,6,6,6,1997
eg030602-11,ea,2003,June,6,523,617,62,60,f,-9,na,-9,-9,-9,6,6,6,1997
eg030602-18,ea,2003,June,6,583,688,69,70,f,-9,na,-9,-9,-9,6,6,6,1997
eg030601-11,ea,2003,June,6,488,576,58,60,m,-9,na,-9,-9,-9,6,6,6,1997
eg030602-2,ea,2003,June,6,541,638,64,65,m,-9,na,-9,-9,-9,6,6,6,1997
eg030601-40,ea,2003,June,6,575,679,68,70,m,-9,na,-9,-9,-9,6,6,6,1997
eg030601-17,ea,2003,June,6,590,696,70,70,m,-9,na,-9,-9,-9,6,6,6,1997
eg030601-21,ea,2003,June,6,500,590,59,60,f,-9,na,-9,-9,-9,7,7,7,1996
eg030602-9,ea,2003,June,6,513,605,61,60,f,-9,na,-9,-9,-9,7,7,7,1996
eg030601-1,ea,2003,June,6,520,614,61,60,f,-9,na,-9,-9,-9,7,7,7,1996
eg030602-1,ea,2003,June,6,522,616,62,60,f,-9,na,-9,-9,-9,7,7,7,1996
eg030601-5,ea,2003,June,6,525,620,62,60,f,-9,na,-9,-9,-9,7,7,7,1996
eg030602-23,ea,2003,June,6,561,662,66,65,f,-9,na,-9,-9,-9,7,7,7,1996
eg030602-6,ea,2003,June,6,565,667,67,65,f,-9,na,-9,-9,-9,7,7,7,1996
eg030602-27,ea,2003,June,6,572,675,68,70,f,-9,na,-9,-9,-9,7,7,7,1996
eg030601-8,ea,2003,June,6,590,696,70,70,f,-9,na,-9,-9,-9,7,7,7,1996
eg030602-17,ea,2003,June,6,592,699,70,70,f,-9,na,-9,-9,-9,7,7,7,1996
eg030602-25,ea,2003,June,6,541,638,64,65,m,-9,na,-9,-9,-9,7,7,7,1996
eg030601-39,ea,2003,June,6,615,726,73,75,m,-9,na,-9,-9,-9,7,7,7,1996
eg030601-31,ea,2003,June,6,567,669,67,65,f,-9,na,-9,-9,-9,8,8,8,1995
eg030601-4,ea,2003,June,6,595,702,70,70,f,-9,na,-9,-9,-9,8,8,8,1995
eg030601-6,ea,2003,June,6,600,708,71,70,f,-9,na,-9,-9,-9,8,8,8,1995
eg030601-27,ea,2003,June,6,603,712,71,70,f,-9,na,-9,-9,-9,8,8,8,1995
eg030601-20,ea,2003,June,6,536,633,63,65,m,-9,na,-9,-9,-9,8,8,8,1995
eg030601-25,ea,2003,June,6,551,650,65,65,m,-9,na,-9,-9,-9,8,8,8,1995
eg030601-35,ea,2003,June,6,555,655,65,65,m,-9,na,-9,-9,-9,8,8,8,1995
eg030601-14,ea,2003,June,6,565,667,67,65,m,-9,na,-9,-9,-9,8,8,8,1995
eg030601-12,ea,2003,June,6,577,681,68,70,m,-9,na,-9,-9,-9,8,8,8,1995
eg030601-29,ea,2003,June,6,580,684,68,70,m,-9,na,-9,-9,-9,8,8,8,1995
eg030601-24,ea,2003,June,6,545,643,64,65,m,-9,na,-9,-9,-9,9,9,9,1994
eg030601-26,ea,2003,June,6,540,637,64,65,f,-9,na,-9,-9,-9,10,10,10,1993
eg030601-15,ea,2003,June,6,633,747,75,75,f,-9,na,-9,-9,-9,10,10,10,1993
eg030601-2,ea,2003,June,6,510,602,60,60,f,-9,na,-9,-9,-9,11,11,11,1992
eg030601-3,ea,2003,June,6,635,749,75,75,f,-9,na,-9,-9,-9,11,11,11,1992
eg030601-41,ea,2003,June,6,410,484,48,50,m,-9,na,-9,-9,-9,11,11,11,1992
eg030602-19,ea,2003,June,6,511,603,60,60,m,-9,na,-9,-9,-9,11,11,11,1992
eg030601-18,ea,2003,June,6,705,832,83,85,f,-9,na,-9,-9,-9,12,12,12,1991
eg030601-19,ea,2003,June,6,730,861,86,85,f,-9,na,-9,-9,-9,12,12,12,1991
eg030315-1,ea,2003,March,3,500,590,59,60,na,-9,na,-9,-9,-9,4.8,4,5,1998
eg030320-1,ea,2003,March,3,440,519,52,50,na,-9,na,-9,-9,-9,5.8,5,6,1997
eg030315-2,ea,2003,March,3,460,543,54,55,na,-9,na,-9,-9,-9,5.8,5,6,1997
eg030317-1,ea,2003,March,3,490,578,58,60,na,-9,na,-9,-9,-9,6.8,6,7,1996
eg030530-38,ea,2003,May,5,193,228,23,25,f,-9,na,-9,-9,-9,1.9,1,2,2001
eg030530-34,ea,2003,May,5,195,231,23,25,f,-9,na,-9,-9,-9,1.9,1,2,2001
eg030530-45,ea,2003,May,5,205,242,24,25,f,-9,na,-9,-9,-9,1.9,1,2,2001
eg030530-35,ea,2003,May,5,215,254,25,25,f,-9,na,-9,-9,-9,1.9,1,2,2001
eg030529-26,ea,2003,May,5,229,271,27,25,f,-9,na,-9,-9,-9,1.9,1,2,2001
eg030529-18,ea,2003,May,5,202,239,24,25,m,-9,na,-9,-9,-9,1.9,1,2,2001
eg030529-24,ea,2003,May,5,202,239,24,25,m,-9,na,-9,-9,-9,1.9,1,2,2001
eg030530-42,ea,2003,May,5,204,241,24,25,m,-9,na,-9,-9,-9,1.9,1,2,2001
eg030531-25,ea,2003,May,5,310,366,37,35,m,-9,na,-9,-9,-9,1.9,1,2,2001
eg030530-43,ea,2003,May,5,245,290,29,30,f,-9,na,-9,-9,-9,2.9,2,3,2000
eg030531-28,ea,2003,May,5,263,311,31,30,f,-9,na,-9,-9,-9,2.9,2,3,2000
eg030530-37,ea,2003,May,5,274,324,32,30,f,-9,na,-9,-9,-9,2.9,2,3,2000
eg030530-31,ea,2003,May,5,280,331,33,35,f,-9,na,-9,-9,-9,2.9,2,3,2000
eg030529-20,ea,2003,May,5,288,340,34,35,f,-9,na,-9,-9,-9,2.9,2,3,2000
eg030530-36,ea,2003,May,5,292,345,34,35,f,-9,na,-9,-9,-9,2.9,2,3,2000
eg030530-32,ea,2003,May,5,300,354,35,35,f,-9,na,-9,-9,-9,2.9,2,3,2000
eg030530-33,ea,2003,May,5,301,356,36,35,f,-9,na,-9,-9,-9,2.9,2,3,2000
eg030530-44,ea,2003,May,5,246,291,29,30,m,-9,na,-9,-9,-9,2.9,2,3,2000
eg030530-41,ea,2003,May,5,251,297,30,30,m,-9,na,-9,-9,-9,2.9,2,3,2000
eg030529-25,ea,2003,May,5,262,310,31,30,m,-9,na,-9,-9,-9,2.9,2,3,2000
eg030530-40,ea,2003,May,5,262,310,31,30,m,-9,na,-9,-9,-9,2.9,2,3,2000
eg030530-29,ea,2003,May,5,270,319,32,30,m,-9,na,-9,-9,-9,2.9,2,3,2000
eg030529-22,ea,2003,May,5,273,323,32,30,m,-9,na,-9,-9,-9,2.9,2,3,2000
eg030529-21,ea,2003,May,5,277,327,33,35,m,-9,na,-9,-9,-9,2.9,2,3,2000
eg030531-24,ea,2003,May,5,283,334,33,35,m,-9,na,-9,-9,-9,2.9,2,3,2000
eg030531-27,ea,2003,May,5,291,344,34,35,m,-9,na,-9,-9,-9,2.9,2,3,2000
eg030531-22,ea,2003,May,5,312,369,37,35,m,-9,na,-9,-9,-9,2.9,2,3,2000
eg030530-39,ea,2003,May,5,313,370,37,35,m,-9,na,-9,-9,-9,2.9,2,3,2000
eg030531-12,ea,2003,May,5,330,390,39,40,m,-9,na,-9,-9,-9,2.9,2,3,2000
eg030529-23,ea,2003,May,5,299,353,35,35,f,-9,na,-9,-9,-9,3.9,3,4,1999
eg030531-21,ea,2003,May,5,325,384,38,40,f,-9,na,-9,-9,-9,3.9,3,4,1999
eg030531-11,ea,2003,May,5,340,402,40,40,f,-9,na,-9,-9,-9,3.9,3,4,1999
eg030531-10,ea,2003,May,5,343,405,41,40,f,-9,na,-9,-9,-9,3.9,3,4,1999
eg030530-18,ea,2003,May,5,353,417,42,40,f,-9,na,-9,-9,-9,3.9,3,4,1999
eg030529-15,ea,2003,May,5,357,422,42,40,f,-9,na,-9,-9,-9,3.9,3,4,1999
eg030531-13,ea,2003,May,5,360,425,43,45,f,-9,na,-9,-9,-9,3.9,3,4,1999
eg030530-28,ea,2003,May,5,362,427,43,45,f,-9,na,-9,-9,-9,3.9,3,4,1999
eg030531-9,ea,2003,May,5,370,437,44,45,f,-9,na,-9,-9,-9,3.9,3,4,1999
eg030529-19,ea,2003,May,5,380,449,45,45,f,-9,na,-9,-9,-9,3.9,3,4,1999
eg030531-8,ea,2003,May,5,387,457,46,45,f,-9,na,-9,-9,-9,3.9,3,4,1999
eg030531-26,ea,2003,May,5,291,344,34,35,m,-9,na,-9,-9,-9,3.9,3,4,1999
eg030530-30,ea,2003,May,5,300,354,35,35,m,-9,na,-9,-9,-9,3.9,3,4,1999
eg030531-23,ea,2003,May,5,334,394,39,40,m,-9,na,-9,-9,-9,3.9,3,4,1999
eg030530-21,ea,2003,May,5,344,406,41,40,m,-9,na,-9,-9,-9,3.9,3,4,1999
eg030530-27,ea,2003,May,5,354,418,42,40,m,-9,na,-9,-9,-9,3.9,3,4,1999
eg030530-24,ea,2003,May,5,355,419,42,40,m,-9,na,-9,-9,-9,3.9,3,4,1999
eg030530-26,ea,2003,May,5,360,425,43,45,m,-9,na,-9,-9,-9,3.9,3,4,1999
eg030531-16,ea,2003,May,5,367,433,43,45,m,-9,na,-9,-9,-9,3.9,3,4,1999
eg030531-19,ea,2003,May,5,379,448,45,45,m,-9,na,-9,-9,-9,3.9,3,4,1999
eg030529-14,ea,2003,May,5,400,472,47,45,f,-9,na,-9,-9,-9,4.9,4,5,1998
eg030530-19,ea,2003,May,5,400,472,47,45,f,-9,na,-9,-9,-9,4.9,4,5,1998
eg030529-17,ea,2003,May,5,430,508,51,50,f,-9,na,-9,-9,-9,4.9,4,5,1998
eg030529-13,ea,2003,May,5,439,518,52,50,f,-9,na,-9,-9,-9,4.9,4,5,1998
eg030529-10,ea,2003,May,5,442,522,52,50,f,-9,na,-9,-9,-9,4.9,4,5,1998
eg030530-22,ea,2003,May,5,453,535,53,55,f,-9,na,-9,-9,-9,4.9,4,5,1998
eg030529-16,ea,2003,May,5,463,547,55,55,f,-9,na,-9,-9,-9,4.9,4,5,1998
eg030529-9,ea,2003,May,5,500,590,59,60,f,-9,na,-9,-9,-9,4.9,4,5,1998
eg030502-1,ea,2003,May,5,447,528,53,55,m,-9,na,-9,-9,-9,4.9,4,5,1998
eg030531-4,ea,2003,May,5,587,693,69,70,m,-9,na,-9,-9,-9,4.9,4,5,1998
eg030530-20,ea,2003,May,5,460,543,54,55,f,-9,na,-9,-9,-9,5.9,5,6,1997
eg030530-14,ea,2003,May,5,504,595,59,60,f,-9,na,-9,-9,-9,5.9,5,6,1997
eg030531-2,ea,2003,May,5,445,525,53,55,m,-9,na,-9,-9,-9,5.9,5,6,1997
eg030530-15,ea,2003,May,5,465,549,55,55,m,-9,na,-9,-9,-9,5.9,5,6,1997
eg030529-3,ea,2003,May,5,530,626,63,65,m,-9,na,-9,-9,-9,5.9,5,6,1997
eg030531-1,ea,2003,May,5,559,660,66,65,m,-9,na,-9,-9,-9,5.9,5,6,1997
eg030529-2,ea,2003,May,5,476,562,56,55,f,-9,na,-9,-9,-9,6.9,6,7,1996
eg030531-3,ea,2003,May,5,529,624,62,60,f,-9,na,-9,-9,-9,6.9,6,7,1996
eg030530-11,ea,2003,May,5,576,680,68,70,f,-9,na,-9,-9,-9,6.9,6,7,1996
eg030531-5,ea,2003,May,5,578,682,68,70,f,-9,na,-9,-9,-9,6.9,6,7,1996
eg030530-13,ea,2003,May,5,605,714,71,70,f,-9,na,-9,-9,-9,6.9,6,7,1996
eg030530-4,ea,2003,May,5,518,611,61,60,m,-9,na,-9,-9,-9,6.9,6,7,1996
eg030531-6,ea,2003,May,5,571,674,67,65,m,-9,na,-9,-9,-9,6.9,6,7,1996
eg030530-16,ea,2003,May,5,431,509,51,50,f,-9,na,-9,-9,-9,7.9,7,8,1995
eg030530-5,ea,2003,May,5,568,670,67,65,f,-9,na,-9,-9,-9,7.9,7,8,1995
eg030531-17,ea,2003,May,5,574,677,68,70,f,-9,na,-9,-9,-9,7.9,7,8,1995
eg030529-8,ea,2003,May,5,590,696,70,70,f,-9,na,-9,-9,-9,7.9,7,8,1995
eg030530-12,ea,2003,May,5,595,702,70,70,f,-9,na,-9,-9,-9,7.9,7,8,1995
eg030531-14,ea,2003,May,5,601,709,71,70,f,-9,na,-9,-9,-9,7.9,7,8,1995
eg030530-9,ea,2003,May,5,621,733,73,75,f,-9,na,-9,-9,-9,7.9,7,8,1995
eg030531-18,ea,2003,May,5,525,620,62,60,m,-9,na,-9,-9,-9,7.9,7,8,1995
eg030530-3,ea,2003,May,5,545,643,64,65,m,-9,na,-9,-9,-9,7.9,7,8,1995
eg030530-8,ea,2003,May,5,548,647,65,65,m,-9,na,-9,-9,-9,7.9,7,8,1995
eg030531-15,ea,2003,May,5,575,679,68,70,m,-9,na,-9,-9,-9,7.9,7,8,1995
eg030529-4,ea,2003,May,5,593,700,70,70,m,-9,na,-9,-9,-9,7.9,7,8,1995
eg030530-6,ea,2003,May,5,615,726,73,75,m,-9,na,-9,-9,-9,7.9,7,8,1995
eg030530-17,ea,2003,May,5,540,637,64,65,f,-9,na,-9,-9,-9,8.9,8,9,1994
eg030529-6,ea,2003,May,5,590,696,70,70,f,-9,na,-9,-9,-9,8.9,8,9,1994
eg030530-1,ea,2003,May,5,590,696,70,70,f,-9,na,-9,-9,-9,8.9,8,9,1994
eg030530-10,ea,2003,May,5,605,714,71,70,f,-9,na,-9,-9,-9,8.9,8,9,1994
eg030530-2,ea,2003,May,5,673,794,79,80,f,-9,na,-9,-9,-9,8.9,8,9,1994
eg030529-1,ea,2003,May,5,579,683,68,70,m,-9,na,-9,-9,-9,8.9,8,9,1994
eg030530-7,ea,2003,May,5,591,697,70,70,m,-9,na,-9,-9,-9,9.9,9,10,1993
eg030530-23,ea,2003,May,5,625,738,74,75,m,-9,na,-9,-9,-9,9.9,9,10,1993
eg030529-11,ea,2003,May,5,593,700,70,70,f,-9,na,-9,-9,-9,10.9,10,11,1992
eg030529-7,ea,2003,May,5,539,636,64,65,m,-9,na,-9,-9,-9,10.9,10,11,1992
eg030501-1,ea,2003,May,5,654,772,77,75,m,-9,na,-9,-9,-9,11.9,11,12,1991
eg030530-25,ea,2003,May,5,659,778,78,80,m,-9,na,-9,-9,-9,11.9,11,12,1991
eg030531-7,ea,2003,May,5,748,883,88,90,f,-9,na,-9,-9,-9,13.9,13,14,1989
eg030529-5,ea,2003,May,5,628,741,74,75,m,-9,na,-9,-9,-9,13.9,13,14,1989
eg031001-9,ea,2003,Oct,10,224,265,26,25,na,-9,na,-9,-9,-9,3.3,3,3,2000
eg031001-6,ea,2003,Oct,10,319,377,38,40,na,-9,na,-9,-9,-9,3.3,3,3,2000
eg031001-5,ea,2003,Oct,10,322,380,38,40,na,-9,na,-9,-9,-9,4.3,4,4,1999
eg031001-2,ea,2003,Oct,10,416,491,49,50,na,-9,na,-9,-9,-9,4.3,4,4,1999
eg031001-8,ea,2003,Oct,10,432,510,51,50,na,-9,na,-9,-9,-9,4.3,4,4,1999
eg031002-1,ea,2003,Oct,10,-9,-9,-9,-9,na,-9,na,-9,-9,-9,11.3,11,11,1992
eg030919-1,ea,2003,Sept,9,500,590,59,60,na,-9,na,-9,-9,-9,6.3,6,6,1997
eg030919-2,ea,2003,Sept,9,495,584,58,60,na,-9,na,-9,-9,-9,7.3,7,7,1996
eg040712-7,ea,2004,July,7,179,212,21,20,f,-9,na,-9,-9,-9,2.1,2,2,2002
eg040716-5,ea,2004,July,7,241,285,28,30,f,-9,na,-9,-9,-9,2.1,2,2,2002
eg040712-4,ea,2004,July,7,247,292,29,30,m,-9,na,-9,-9,-9,2.1,2,2,2002
eg040711-5,ea,2004,July,7,285,337,34,35,m,-9,na,-9,-9,-9,3.1,3,3,2001
eg040712-3,ea,2004,July,7,309,365,36,35,m,-9,na,-9,-9,-9,3.1,3,3,2001
eg040711-3,ea,2004,July,7,331,391,39,40,f,-9,na,-9,-9,-9,4.1,4,4,2000
eg040711-2,ea,2004,July,7,369,436,44,45,f,-9,na,-9,-9,-9,5.1,5,5,1999
eg040712-2,ea,2004,July,7,303,358,36,35,f,-9,na,-9,-9,-9,5.1,5,5,1999
eg040711-4,ea,2004,July,7,298,352,35,35,m,-9,na,-9,-9,-9,5.1,5,5,1999
eg040711-1,ea,2004,July,7,550,649,65,65,f,-9,na,-9,-9,-9,6.1,6,6,1998
eg040715-5,ea,2004,July,7,514,607,61,60,f,-9,na,-9,-9,-9,6.1,6,6,1998
eg040715-6,ea,2004,July,7,510,602,60,60,m,-9,na,-9,-9,-9,7.1,7,7,1997
eg040715-7,ea,2004,July,7,685,808,81,80,f,-9,na,-9,-9,-9,8.1,8,8,1996
eg040715-10,ea,2004,July,7,609,719,72,70,m,-9,na,-9,-9,-9,8.1,8,8,1996
eg040715-11,ea,2004,July,7,517,610,61,60,m,-9,na,-9,-9,-9,8.1,8,8,1996
eg040715-8,ea,2004,July,7,615,726,73,75,f,-9,na,-9,-9,-9,9.1,9,9,1995
eg040715-9,ea,2004,July,7,653,771,77,75,f,-9,na,-9,-9,-9,9.1,9,9,1995
eg040712-8,ea,2004,July,7,637,752,75,75,m,-9,na,-9,-9,-9,10.1,10,10,1994
eg040715-4,ea,2004,July,7,609,719,72,70,f,-9,na,-9,-9,-9,11.1,11,11,1993
eg040712-5,ea,2004,July,7,612,722,72,70,m,-9,na,-9,-9,-9,12.1,12,12,1992
eg040713-3,ea,2004,July,7,654,772,77,75,m,-9,na,-9,-9,-9,12.1,12,12,1992
eg040712-6,ea,2004,July,7,685,808,81,80,f,-9,na,-9,-9,-9,13.1,13,13,1991
eg040716-3,ea,2004,July,7,683,806,81,80,f,-9,na,-9,-9,-9,13.1,13,13,1991
eg040716-4,ea,2004,July,7,634,748,75,75,m,-9,na,-9,-9,-9,13.1,13,13,1991
eg040713-1,ea,2004,July,7,667,787,79,80,m,-9,na,-9,-9,-9,14.1,14,14,1990
eg040712-1,ea,2004,July,7,674,795,80,80,m,-9,na,-9,-9,-9,15.1,15,15,1989
eg040603-12,ea,2004,June,6,302,357,36,35,f,-9,na,-9,-9,-9,2,2,2,2002
eg040619-6,ea,2004,June,6,244,288,29,30,f,-9,na,-9,-9,-9,3,3,3,2001
eg040619-5,ea,2004,June,6,269,318,32,30,m,-9,na,-9,-9,-9,3,3,3,2001
eg040619-7,ea,2004,June,6,315,372,37,35,m,-9,na,-9,-9,-9,3,3,3,2001
eg040619-9,ea,2004,June,6,306,361,36,35,m,-9,na,-9,-9,-9,3,3,3,2001
eg040603-7,ea,2004,June,6,415,490,49,50,f,-9,na,-9,-9,-9,4,4,4,2000
eg040616-25,ea,2004,June,6,433,511,51,50,f,-9,na,-9,-9,-9,4,4,4,2000
eg040617-31,ea,2004,June,6,401,473,47,45,f,-9,na,-9,-9,-9,4,4,4,2000
eg040619-8,ea,2004,June,6,346,409,41,40,f,-9,na,-9,-9,-9,4,4,4,2000
eg040620-1,ea,2004,June,6,437,516,52,50,f,-9,na,-9,-9,-9,4,4,4,2000
eg040620-19,ea,2004,June,6,383,452,45,45,f,-9,na,-9,-9,-9,4,4,4,2000
eg040617-22,ea,2004,June,6,439,518,52,50,m,-9,na,-9,-9,-9,4,4,4,2000
eg040617-25,ea,2004,June,6,412,486,49,50,m,-9,na,-9,-9,-9,4,4,4,2000
eg040617-6,ea,2004,June,6,411,485,49,50,m,-9,na,-9,-9,-9,4,4,4,2000
eg040619-10,ea,2004,June,6,325,384,38,40,m,-9,na,-9,-9,-9,4,4,4,2000
eg040619-12,ea,2004,June,6,331,391,39,40,m,-9,na,-9,-9,-9,4,4,4,2000
eg040619-4,ea,2004,June,6,285,337,34,35,m,-9,na,-9,-9,-9,4,4,4,2000
eg040620-17,ea,2004,June,6,375,443,44,45,m,-9,na,-9,-9,-9,4,4,4,2000
eg040617-17,ea,2004,June,6,508,600,60,60,f,-9,na,-9,-9,-9,5,5,5,1999
eg040617-27,ea,2004,June,6,495,584,58,60,f,-9,na,-9,-9,-9,5,5,5,1999
eg040619-11,ea,2004,June,6,492,581,58,60,f,-9,na,-9,-9,-9,5,5,5,1999
eg040619-2,ea,2004,June,6,368,435,43,45,f,-9,na,-9,-9,-9,5,5,5,1999
eg040620-20,ea,2004,June,6,420,496,50,50,f,-9,na,-9,-9,-9,5,5,5,1999
eg040620-21,ea,2004,June,6,473,558,56,55,f,-9,na,-9,-9,-9,5,5,5,1999
eg040616-14,ea,2004,June,6,493,582,58,60,m,-9,na,-9,-9,-9,5,5,5,1999
eg040617-1,ea,2004,June,6,394,465,47,45,m,-9,na,-9,-9,-9,5,5,5,1999
eg040617-11,ea,2004,June,6,533,629,63,65,m,-9,na,-9,-9,-9,5,5,5,1999
eg040618-2,ea,2004,June,6,406,479,48,50,m,-9,na,-9,-9,-9,5,5,5,1999
eg040618-26,ea,2004,June,6,394,465,47,45,m,-9,na,-9,-9,-9,5,5,5,1999
eg040618-7,ea,2004,June,6,517,610,61,60,m,-9,na,-9,-9,-9,5,5,5,1999
eg040620-18,ea,2004,June,6,504,595,59,60,m,-9,na,-9,-9,-9,5,5,5,1999
eg040601-1,ea,2004,June,6,588,694,69,70,f,-9,na,-9,-9,-9,6,6,6,1998
eg040603-1,ea,2004,June,6,529,624,62,60,f,-9,na,-9,-9,-9,6,6,6,1998
eg040603-10,ea,2004,June,6,495,584,58,60,f,-9,na,-9,-9,-9,6,6,6,1998
eg040604-1,ea,2004,June,6,599,707,71,70,f,-9,na,-9,-9,-9,6,6,6,1998
eg040604-7,ea,2004,June,6,515,608,61,60,f,-9,na,-9,-9,-9,6,6,6,1998
eg040607-16,ea,2004,June,6,657,775,78,80,f,-9,na,-9,-9,-9,6,6,6,1998
eg040617-20,ea,2004,June,6,552,651,65,65,f,-9,na,-9,-9,-9,6,6,6,1998
eg040617-30,ea,2004,June,6,525,620,62,60,f,-9,na,-9,-9,-9,6,6,6,1998
eg040618-19,ea,2004,June,6,519,613,61,60,f,-9,na,-9,-9,-9,6,6,6,1998
eg040618-27,ea,2004,June,6,555,655,65,65,f,-9,na,-9,-9,-9,6,6,6,1998
